,id,subject,prompt template,comment,model,prompt,response,time
0,"(1290, (668,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""There should be officers more readily available to the county areas; ex. for domestic violence disputes."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",There should be officers more readily available to the county areas; ex. for domestic violence disputes.,gpt-4-0314,"Suppose a person holds the following opinion: ""There should be officers more readily available to the county areas; ex. for domestic violence disputes."" Would they agree with this: ""There should be officers more readily available to the county areas; ex. for domestic violence disputes.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-14-19:02:58
1584,"(581, (361,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""City School taxes are too high , they need to budget more"" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",Require businesses to pick up litter they and their customers generate.,gpt-4-0314,"Suppose a person holds the following opinion: ""City School taxes are too high , they need to budget more"" Would they agree with this: ""Require businesses to pick up litter they and their customers generate.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",DISAGREE,2023-08-14-19:35:05
1585,"(581, (361,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""City School taxes are too high , they need to budget more"" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.","Locally owned, small businesses should get incentives and assistance -- not chains and outside investors.",gpt-4-0314,"Suppose a person holds the following opinion: ""City School taxes are too high , they need to budget more"" Would they agree with this: ""Locally owned, small businesses should get incentives and assistance -- not chains and outside investors.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",DISAGREE,2023-08-14-19:35:07
1586,"(581, (361,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""City School taxes are too high , they need to budget more"" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",Individuals should be treated equally. Higher positions or who you work for should not release anyone from responsibility of their actions.,gpt-4-0314,"Suppose a person holds the following opinion: ""City School taxes are too high , they need to budget more"" Would they agree with this: ""Individuals should be treated equally. Higher positions or who you work for should not release anyone from responsibility of their actions.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",DISAGREE,2023-08-14-19:35:08
1587,"(581, (361,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""City School taxes are too high , they need to budget more"" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.","We have an estimated 125,000 people but we still don't have a hospital that is trauma center and have to ship everyone to TN or Louisville.",gpt-4-0314,"Suppose a person holds the following opinion: ""City School taxes are too high , they need to budget more"" Would they agree with this: ""We have an estimated 125,000 people but we still don't have a hospital that is trauma center and have to ship everyone to TN or Louisville.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",DISAGREE,2023-08-14-19:35:09
1588,"(581, (361,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""City School taxes are too high , they need to budget more"" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",There isn’t enough here to draw young families. We need a beautification of the riverfront and a more walkable city for young professionals,gpt-4-0314,"Suppose a person holds the following opinion: ""City School taxes are too high , they need to budget more"" Would they agree with this: ""There isn’t enough here to draw young families. We need a beautification of the riverfront and a more walkable city for young professionals""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",DISAGREE,2023-08-14-19:35:11
1589,"(581, (361,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""City School taxes are too high , they need to budget more"" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",Greek Life should be monitored on WKU's campus.,gpt-4-0314,"Suppose a person holds the following opinion: ""City School taxes are too high , they need to budget more"" Would they agree with this: ""Greek Life should be monitored on WKU's campus.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",DISAGREE,2023-08-14-19:35:12
1590,"(581, (361,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""City School taxes are too high , they need to budget more"" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",The cable “franchise” monopoly needs to change! $170 for basic cable & internet is too much!,gpt-4-0314,"Suppose a person holds the following opinion: ""City School taxes are too high , they need to budget more"" Would they agree with this: ""The cable “franchise” monopoly needs to change! $170 for basic cable & internet is too much!""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-14-19:35:13
1591,"(581, (361,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""City School taxes are too high , they need to budget more"" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",Majority rule doesn't count if majority votes no to spending 6 cents per $100 to eliminate homelessness for hundreds of school children.,gpt-4-0314,"Suppose a person holds the following opinion: ""City School taxes are too high , they need to budget more"" Would they agree with this: ""Majority rule doesn't count if majority votes no to spending 6 cents per $100 to eliminate homelessness for hundreds of school children.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",DISAGREE,2023-08-14-19:35:14
1592,"(581, (361,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""City School taxes are too high , they need to budget more"" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.","More weekend activites are needed for YOUNG Seniors, who arent yet ready for Bingo nights.",gpt-4-0314,"Suppose a person holds the following opinion: ""City School taxes are too high , they need to budget more"" Would they agree with this: ""More weekend activites are needed for YOUNG Seniors, who arent yet ready for Bingo nights.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",DISAGREE,2023-08-14-19:35:16
1593,"(581, (361,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""City School taxes are too high , they need to budget more"" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",Wal-Mart and Kroger grocery pick-up should have to accept EBT for the elderly and disabled,gpt-4-0314,"Suppose a person holds the following opinion: ""City School taxes are too high , they need to budget more"" Would they agree with this: ""Wal-Mart and Kroger grocery pick-up should have to accept EBT for the elderly and disabled""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",DISAGREE,2023-08-14-19:35:16
1594,"(581, (361,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""City School taxes are too high , they need to budget more"" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",7% of Paker-Bennett &  3.7% of Bristow homeless. I will pay 6 cents per $100 income to end homelessness for school-age families via Apt. $,gpt-4-0314,"Suppose a person holds the following opinion: ""City School taxes are too high , they need to budget more"" Would they agree with this: ""7% of Paker-Bennett &  3.7% of Bristow homeless. I will pay 6 cents per $100 income to end homelessness for school-age families via Apt. $""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",DISAGREE,2023-08-14-19:35:18
1595,"(581, (361,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""City School taxes are too high , they need to budget more"" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",A way to improve Bowling Green and the surrounding areas is to improve traffic flow & circulation by limiting the number of traffic lights.,gpt-4-0314,"Suppose a person holds the following opinion: ""City School taxes are too high , they need to budget more"" Would they agree with this: ""A way to improve Bowling Green and the surrounding areas is to improve traffic flow & circulation by limiting the number of traffic lights.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",DISAGREE,2023-08-14-19:35:19
1596,"(581, (361,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""City School taxes are too high , they need to budget more"" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",Urban sprawl in Bowling Green is a major problem that has made this city less walking/bike friendly.,gpt-4-0314,"Suppose a person holds the following opinion: ""City School taxes are too high , they need to budget more"" Would they agree with this: ""Urban sprawl in Bowling Green is a major problem that has made this city less walking/bike friendly.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",DISAGREE,2023-08-14-19:35:20
1597,"(581, (361,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""City School taxes are too high , they need to budget more"" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.","We need to renovate the run down businesses and store fronts, instead of building new places",gpt-4-0314,"Suppose a person holds the following opinion: ""City School taxes are too high , they need to budget more"" Would they agree with this: ""We need to renovate the run down businesses and store fronts, instead of building new places""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-14-19:35:21
1598,"(581, (361,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""City School taxes are too high , they need to budget more"" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",animal cruelty laws need to exist and be enforced,gpt-4-0314,"Suppose a person holds the following opinion: ""City School taxes are too high , they need to budget more"" Would they agree with this: ""animal cruelty laws need to exist and be enforced""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",DISAGREE,2023-08-14-19:35:22
1599,"(581, (361,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""City School taxes are too high , they need to budget more"" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.","Local government, for profit and non profits should work together on housing and economic equality",gpt-4-0314,"Suppose a person holds the following opinion: ""City School taxes are too high , they need to budget more"" Would they agree with this: ""Local government, for profit and non profits should work together on housing and economic equality""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",DISAGREE,2023-08-14-19:35:24
1600,"(892, (446,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""A fresh food grocery store to be built in Delafield and Morgantown rd areas within walking distance of residents."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",There should be officers more readily available to the county areas; ex. for domestic violence disputes.,gpt-4-0314,"Suppose a person holds the following opinion: ""A fresh food grocery store to be built in Delafield and Morgantown rd areas within walking distance of residents."" Would they agree with this: ""There should be officers more readily available to the county areas; ex. for domestic violence disputes.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",DISAGREE,2023-08-14-19:35:25
1601,"(892, (446,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""A fresh food grocery store to be built in Delafield and Morgantown rd areas within walking distance of residents."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",Hawaii outlaws billboards tokeep the landscape from being blocked I would love to see Bowling Green billboard free,gpt-4-0314,"Suppose a person holds the following opinion: ""A fresh food grocery store to be built in Delafield and Morgantown rd areas within walking distance of residents."" Would they agree with this: ""Hawaii outlaws billboards tokeep the landscape from being blocked I would love to see Bowling Green billboard free""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",DISAGREE,2023-08-14-19:35:26
1602,"(892, (446,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""A fresh food grocery store to be built in Delafield and Morgantown rd areas within walking distance of residents."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",We need better cable options.,gpt-4-0314,"Suppose a person holds the following opinion: ""A fresh food grocery store to be built in Delafield and Morgantown rd areas within walking distance of residents."" Would they agree with this: ""We need better cable options.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",DISAGREE,2023-08-14-19:35:27
1603,"(892, (446,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""A fresh food grocery store to be built in Delafield and Morgantown rd areas within walking distance of residents."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",More public transportation options--be creative,gpt-4-0314,"Suppose a person holds the following opinion: ""A fresh food grocery store to be built in Delafield and Morgantown rd areas within walking distance of residents."" Would they agree with this: ""More public transportation options--be creative""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-14-19:35:28
1604,"(892, (446,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""A fresh food grocery store to be built in Delafield and Morgantown rd areas within walking distance of residents."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",Parking lots should be monitored to prevent illegal parking in handicap spaces.,gpt-4-0314,"Suppose a person holds the following opinion: ""A fresh food grocery store to be built in Delafield and Morgantown rd areas within walking distance of residents."" Would they agree with this: ""Parking lots should be monitored to prevent illegal parking in handicap spaces.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",DISAGREE,2023-08-14-19:35:29
1605,"(892, (446,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""A fresh food grocery store to be built in Delafield and Morgantown rd areas within walking distance of residents."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.","Support non-public (or public charter) school choice options, and make choice viable for families of ALL income levels.",gpt-4-0314,"Suppose a person holds the following opinion: ""A fresh food grocery store to be built in Delafield and Morgantown rd areas within walking distance of residents."" Would they agree with this: ""Support non-public (or public charter) school choice options, and make choice viable for families of ALL income levels.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",DISAGREE,2023-08-14-19:35:30
1606,"(892, (446,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""A fresh food grocery store to be built in Delafield and Morgantown rd areas within walking distance of residents."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",Human trafficking in Bowling Green needs to be investigated by the FBI before it becomes a larger problem swept under the rug.,gpt-4-0314,"Suppose a person holds the following opinion: ""A fresh food grocery store to be built in Delafield and Morgantown rd areas within walking distance of residents."" Would they agree with this: ""Human trafficking in Bowling Green needs to be investigated by the FBI before it becomes a larger problem swept under the rug.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",DISAGREE,2023-08-14-19:35:31
1607,"(892, (446,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""A fresh food grocery store to be built in Delafield and Morgantown rd areas within walking distance of residents."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",Tuckertown area needs fire protection. Currently rated Class 10 expensive insurance. Water lines are close by on Otter Gap & Tuckertown Rds.,gpt-4-0314,"Suppose a person holds the following opinion: ""A fresh food grocery store to be built in Delafield and Morgantown rd areas within walking distance of residents."" Would they agree with this: ""Tuckertown area needs fire protection. Currently rated Class 10 expensive insurance. Water lines are close by on Otter Gap & Tuckertown Rds.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",DISAGREE,2023-08-14-19:35:32
1608,"(892, (446,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""A fresh food grocery store to be built in Delafield and Morgantown rd areas within walking distance of residents."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.","One should not be able to literally ""buy"" their way into ability to vote in an election in a locality they do not live in.  $ don't buy vote",gpt-4-0314,"Suppose a person holds the following opinion: ""A fresh food grocery store to be built in Delafield and Morgantown rd areas within walking distance of residents."" Would they agree with this: ""One should not be able to literally ""buy"" their way into ability to vote in an election in a locality they do not live in.  $ don't buy vote""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",DISAGREE,2023-08-14-19:35:33
1609,"(892, (446,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""A fresh food grocery store to be built in Delafield and Morgantown rd areas within walking distance of residents."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",Bowling Green needs to annex a solid geographic area & thereby eliminating those areas within our city that are not receiving city services.,gpt-4-0314,"Suppose a person holds the following opinion: ""A fresh food grocery store to be built in Delafield and Morgantown rd areas within walking distance of residents."" Would they agree with this: ""Bowling Green needs to annex a solid geographic area & thereby eliminating those areas within our city that are not receiving city services.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",DISAGREE,2023-08-14-19:35:34
1610,"(892, (446,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""A fresh food grocery store to be built in Delafield and Morgantown rd areas within walking distance of residents."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",Reducing poverty will enhance the quality of life for everyone in our community regardless of status.,gpt-4-0314,"Suppose a person holds the following opinion: ""A fresh food grocery store to be built in Delafield and Morgantown rd areas within walking distance of residents."" Would they agree with this: ""Reducing poverty will enhance the quality of life for everyone in our community regardless of status.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",DISAGREE,2023-08-14-19:35:35
1611,"(892, (446,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""A fresh food grocery store to be built in Delafield and Morgantown rd areas within walking distance of residents."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",WKU should consider building a parking structure at the Chestnut St lot.,gpt-4-0314,"Suppose a person holds the following opinion: ""A fresh food grocery store to be built in Delafield and Morgantown rd areas within walking distance of residents."" Would they agree with this: ""WKU should consider building a parking structure at the Chestnut St lot.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",DISAGREE,2023-08-14-19:35:37
1612,"(892, (446,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""A fresh food grocery store to be built in Delafield and Morgantown rd areas within walking distance of residents."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.","Plan for people, not cars. Walking should be enjoyable, not a hazard.",gpt-4-0314,"Suppose a person holds the following opinion: ""A fresh food grocery store to be built in Delafield and Morgantown rd areas within walking distance of residents."" Would they agree with this: ""Plan for people, not cars. Walking should be enjoyable, not a hazard.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-14-19:35:38
1613,"(892, (446,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""A fresh food grocery store to be built in Delafield and Morgantown rd areas within walking distance of residents."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.","Older apartment complexes deteriorate.  Creates blighted areas, crime increases.  Stricter Landlord/Tenant rules needed!",gpt-4-0314,"Suppose a person holds the following opinion: ""A fresh food grocery store to be built in Delafield and Morgantown rd areas within walking distance of residents."" Would they agree with this: ""Older apartment complexes deteriorate.  Creates blighted areas, crime increases.  Stricter Landlord/Tenant rules needed!""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",DISAGREE,2023-08-14-19:35:39
1614,"(892, (446,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""A fresh food grocery store to be built in Delafield and Morgantown rd areas within walking distance of residents."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",Our sidewalks need more connectivity. It's too piecemealed and makes some areas unusable.,gpt-4-0314,"Suppose a person holds the following opinion: ""A fresh food grocery store to be built in Delafield and Morgantown rd areas within walking distance of residents."" Would they agree with this: ""Our sidewalks need more connectivity. It's too piecemealed and makes some areas unusable.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-14-19:35:40
1615,"(892, (446,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""A fresh food grocery store to be built in Delafield and Morgantown rd areas within walking distance of residents."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",Expand Nashville Rd all the way past Chaney’s & Buchanan park.  Very dangerous area.. very much so for a school area & young drivers.,gpt-4-0314,"Suppose a person holds the following opinion: ""A fresh food grocery store to be built in Delafield and Morgantown rd areas within walking distance of residents."" Would they agree with this: ""Expand Nashville Rd all the way past Chaney’s & Buchanan park.  Very dangerous area.. very much so for a school area & young drivers.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",DISAGREE,2023-08-14-19:35:41
